Tenth,Twelfth,CGPA,Internships,Projects,Aptitude,Soft skills,Leadership,Extracurricular,Certifications,Backlogs,DSA,Lang,Probability
76.17,66.96,7.31,2,3,68.34,40.61,70.96,82.18,2,0,45.99,2,57.5
87.78,70.28,6.33,3,3,43.85,42.66,85.52,68.76,1,0,93.77,1,58.9
69.08,60.57,5.59,0,2,76.44,76.87,79.28,56.9,0,0,100,2,55.3
80.47,67.6,6.59,1,0,79.62,70.84,40.61,77.01,1,0,100,1,57
72.98,60.56,6.1,2,2,50.47,57.04,64.49,45.18,1,0,84.98,3,53.5
72.82,71.62,7.92,0,4,44.58,87.49,43.65,89.9,0,2,47.67,0,53
85.99,61.2,7.51,1,0,85.22,83.36,48.7,66.04,2,0,69.34,2,59.5
83.25,63.66,5.85,0,1,67.77,73.19,70.92,75.18,1,0,30.91,1,52.4
83.14,58.6,6.28,1,4,79.59,47.08,75.29,46.08,0,1,26.36,1,51
88.05,71.31,6.62,3,1,71.66,88.09,33.48,49.13,4,1,70.67,5,61.2
75.21,63.47,6.93,3,2,68.68,39.55,71.47,66.11,1,0,44.18,4,56.5
81.82,82.97,8.01,1,1,85.52,51.27,70.98,31.29,2,0,67.45,2,60.4
71.9,77.46,7.69,1,3,82.61,80.16,42.47,90.42,2,1,42.32,2,59.2
78.24,72.23,7.05,1,3,75.77,45.58,62.28,52.7,0,0,66.4,5,57.6
73.7,64.23,6.74,0,1,76.8,88.67,43.64,76.41,1,0,57.55,0,53.8
75.97,77.19,5.23,0,3,63.49,96.9,28.37,74.28,1,0,57.08,3,54
80.95,80.6,8.29,0,0,78.31,77.56,85.68,92.16,1,0,66.01,1,63.4
66.82,74.57,6.55,1,2,93.3,56.93,83.09,40.18,0,0,35.42,3,55.4
95.92,90.64,8.55,2,0,85.36,48.54,61.46,66.47,2,2,66.1,0,61.9
64.94,78.06,7.2,0,2,41.92,45.15,73.88,73.99,0,0,39.74,4,52.5
62.86,83.05,9.03,2,1,76.78,72.52,42.59,35.05,1,0,68.82,2,59.3
86.58,74.47,7.61,2,2,78.01,69.54,82.2,52.32,1,0,46.06,2,61.6
82.92,80.43,5.57,2,1,86.99,71.03,68.45,63.96,1,1,67.51,1,57.7
81.24,64.24,6.39,1,2,88.57,88.99,40.11,51.23,2,1,60.15,1,55.4
81.28,67.96,6.83,1,0,77.43,79.76,71.26,16.23,2,1,42.74,2,54.3
74.88,76.84,6.13,2,3,51.42,72.56,72.52,25.6,0,0,60.46,0,53.4
66.03,76.76,6.62,1,1,68.31,69.45,54.9,100,1,0,91.54,0,57.1
75.76,78.58,5.63,0,2,58.09,52.7,34.62,84.08,0,0,28.4,2,48.4
68.23,85.1,7.01,2,3,52.51,75.45,55.27,72.87,0,0,46.21,0,55.6
84.75,57.33,7.24,1,3,90.95,71.58,87.63,57.6,0,0,88.99,2,62
73.53,62.28,6,0,0,63.04,84.28,78.83,46.78,1,0,61.79,2,53.1
66.75,75.53,8.94,1,3,99.84,72.05,71.32,68.08,0,0,99.16,3,66.3
71.79,65.03,7.06,1,1,64.23,100,51.15,41.17,3,0,92.98,5,60.4
79.13,100,6.18,0,4,59.29,85.9,53.44,80.22,6,1,63.52,1,61.7
69.36,78.67,5.37,1,0,79.03,40.27,46.83,71.04,0,1,53.77,1,48.1
66.78,72.14,7.06,1,0,68.82,71.59,68.41,61.83,0,0,43.05,1,53.4
77.44,67.33,6.74,0,1,74.17,87.09,69.35,54.67,0,0,79.45,2,57.2
77.45,67.72,7.78,2,5,61.91,58.78,87.71,54.36,2,0,61.07,0,60.2
69.93,73.33,6.86,1,2,61.91,58.33,35.15,66.52,1,3,61.6,5,51.6
70.29,74.23,5.81,2,3,62.66,93.24,60.53,36.08,0,3,82.83,1,53
77.32,67.98,8.67,1,1,54.37,53.28,51.67,100,1,1,80.38,1,57.3
60.52,70,7.44,1,2,84.49,76.88,65.96,51.78,1,0,100,1,59.1
60.93,87.79,6.75,0,1,73.09,66.44,78.33,36.02,1,2,61.56,2,53.2
67.82,88.23,7.16,1,5,72.3,78.46,51.34,76.25,1,1,79.83,1,60.1
72.87,75.77,7.47,1,2,79.99,59.37,79.35,50.78,0,1,43.89,2,56.2
78.11,58.25,5.57,2,3,75.36,58.02,76.5,50.4,1,0,48.02,3,54.5
89.75,78.92,7.16,0,1,100,84.66,58.74,61.17,0,1,86.1,1,60.9
83.58,90.1,6.55,0,1,76.4,91.88,83.88,49.7,1,0,59.67,2,61.2
73.4,88.07,7.51,0,2,39.23,65.32,74.74,49.05,1,0,74.47,2,57
74.81,81.08,6.26,0,1,62.59,74.55,51.32,57.04,2,0,50.81,1,53.3
64.97,88.65,6.4,0,3,56.02,80.71,49.88,87.99,3,0,75.89,0,57.2
74.81,73.59,8.66,0,1,77.01,70.96,82.19,56.14,1,0,82.17,2,61.9
72.11,79.91,8.23,1,0,63.8,78.41,54.05,56.45,0,0,64.35,0,56.4
78.23,65.51,4,1,1,77.52,93.79,78.3,81.61,2,2,62.59,2,54.2
66.73,76.21,8.16,2,2,59.74,48.27,42.9,20.56,0,1,73.56,2,52.6
80.19,87.62,6.93,0,1,72.91,83.03,84.92,72.6,0,0,50.38,1,59.6
90.33,66.52,6.29,1,1,62.1,100,33.25,73.53,1,2,71.79,3,55.7
73.91,63.52,5.99,4,0,64.91,84.05,33.22,62.24,1,1,92.34,1,54.7
79.02,74.07,6.05,0,3,73.39,49.42,55.57,53.09,1,2,51.12,2,50.6
81.9,70.51,6.32,1,3,76.77,92.81,90.29,60.86,1,0,100,1,63.2
70.99,80.14,5.87,1,1,91.43,67.76,86.18,54.08,0,0,45.01,2,56.4
77.24,68.01,5.65,0,1,86.97,77,78.74,65.21,3,0,56.05,2,57.2
75.13,91.9,5.96,1,4,84.15,83.61,75.95,55.32,0,0,36.46,0,58.2
75.98,58.81,7.32,1,3,76.48,89.94,50.71,81.65,3,0,34.51,3,59
67.27,86.79,7.05,1,0,62.68,55.72,35.57,52.61,1,0,58.25,2,52.4
75.25,64.59,7.56,2,1,79.33,68.96,91.51,56.27,0,0,60.64,3,60.3
79.98,53.24,6.93,1,2,87.91,72.31,87.86,75.48,0,0,98.55,6,63.6
89.51,75.62,5.69,0,1,87.92,54.98,45.54,73.75,1,2,55.92,0,51.3
84.59,70.2,7.49,0,2,70.24,79.79,69.08,62.99,0,0,75.74,3,60.1
96.53,60.79,6,1,1,64.84,64.14,61.11,53.75,1,1,76.98,0,53.3
67.33,54.5,7.65,0,6,81.88,69.28,44.53,56.13,0,0,65.09,1,54.4
83.72,72.91,5.83,1,3,33.47,60.64,36.78,100,0,0,71.26,3,53.3
76.83,83.73,6.31,1,2,93.95,76.72,70.53,79.6,1,0,44.7,2,60.4
96.9,79.43,6.64,0,0,88.42,59.21,61.76,69.21,0,1,85.25,2,58.6
66.92,73.62,7.67,1,1,65.8,67.42,55.95,58.69,1,0,72.17,2,56.4
66.6,78.27,7.18,3,1,65.03,68.18,62.91,90.18,1,0,7.73,1,55.7
69.01,72.7,7.02,2,1,100,59.95,63.57,18.61,1,1,43.42,2,54.4
53.76,57.27,8.89,2,1,54.48,40.67,71.36,75.8,0,1,70.94,0,52.2
69.74,57.37,5.16,1,3,66.07,78.29,89.39,63.12,0,0,62.2,1,53.2
67.41,70.77,5.96,0,5,96.28,67.56,83.69,65.04,2,0,79.15,3,60.7
76.5,71.23,5.92,1,3,53.9,62.76,80.88,85.41,1,0,71.34,3,57.7
78.42,82.36,5.23,2,1,72.43,67.53,55.73,91.91,0,0,68.57,1,56.2
93.76,81.33,6.28,1,1,66.42,80.61,50.95,60.18,0,0,100,1,59.3
84.5,79.66,7.69,0,1,100,100,51.42,59.41,0,1,49.62,2,60.3
69.23,69.92,6.41,0,1,61.85,42.24,82.67,41.4,0,1,45.6,4,49.9
66.02,57.81,6.67,1,1,49.65,74.39,80.33,57.9,0,0,75.69,2,53.4
79.92,77.53,5.28,2,1,73.63,60.93,30.82,90.88,0,0,44.04,3,53.1
61.8,78.78,6.2,0,5,61.85,89.45,85,53.59,0,0,89.62,2,58.7
93.31,46.73,6.54,0,2,78.96,48.27,70.21,22.42,0,2,94.47,2,51.4
86.79,63.82,7.64,2,0,76.51,69.46,65.42,39.64,1,1,92.83,1,58.5
70.31,65.4,5.33,2,1,52.45,65.66,87.08,51.08,0,1,84.01,1,52
57.87,74.3,6.54,0,4,97.6,51.21,70.56,45.13,3,1,55.52,4,56
88.54,64.16,8.09,1,1,60.84,58.25,47.25,72.63,0,1,66.95,3,56.1
73.85,72.58,6.55,2,2,62.44,63.4,49.86,69.15,0,0,53.38,3,54.9
87.38,70.68,4.88,0,1,78.67,70.27,69.44,80.8,1,1,70.99,3,55.4
59.06,71.25,8.28,1,3,94.49,32.17,68.64,53.93,2,0,81.06,3,59.3
69.01,65.12,7.73,3,3,50.71,63.77,77.32,65.28,1,0,64.98,4,60
75.05,65.97,7.87,0,9,63.07,79.46,100,40.56,2,0,89.2,5,66.6
75.47,61.12,5.26,2,4,84.35,87.89,90.09,54.18,0,0,42,1,56.7
70.5,77.18,8.51,1,1,61.41,72.75,47.13,60.59,0,0,49.65,2,56.3
81.23,79.28,6.23,1,5,72.36,76.2,66.24,61.99,1,1,100,2,61.1
64.32,64.52,6.49,2,2,63.79,49.04,59.19,78.45,1,1,85.64,3,54.4
73.58,89.73,6.3,1,3,77.42,62.92,70.31,68.1,0,0,62.13,2,58.6
76.2,69.54,7.95,1,2,51.28,49.34,45.1,58.21,0,1,52.57,3,52.3
80.14,89.83,6.82,0,5,74.75,65.2,36.19,100,0,0,50.61,1,57.9
82.12,65.94,7.48,2,6,77.28,100,38.01,40.35,0,0,62.73,0,59.2
63.75,50.71,7.08,2,2,80.22,89.92,15.5,77.97,0,0,59.25,1,52.4
59.66,77.42,6.9,1,5,62.14,79.88,50.33,60.17,2,1,45.44,3,55.5
87.78,75.73,6.05,1,2,91.72,72.77,100,69.77,3,2,66.82,2,62.2
78.32,73.38,8.81,1,0,38.51,64.23,55.74,38.12,1,0,74.51,3,56.5
67.52,65.94,5.54,0,1,60.05,77.77,71.06,37.68,1,0,49.09,1,49.3
90.51,72.62,7.41,2,2,100,58.97,43.13,54.28,1,1,70.6,5,61.7
76.16,67.38,7.38,1,2,70.43,100,48.88,59.23,1,1,94.9,1,58.9
86.79,69.67,8.15,1,1,86.87,80.46,45.01,38.19,1,1,54.73,3,58.6
75.68,82.26,8.39,2,2,72.84,82.54,52.52,49.53,1,1,56.8,3,61
95.61,75.03,6.86,0,0,96.07,60.6,64.49,66.4,0,4,40.91,1,52.9
92.55,79.71,7.53,2,1,67.12,61.09,86.86,47.28,0,2,75.28,4,61.2
72.51,70.45,8.76,0,1,73.36,56.91,92.21,92.33,1,0,60.78,1,60.7
84.72,69.24,6.93,1,3,83.12,49.26,78.27,48.24,3,1,39.34,2,57.1
81.45,60.31,5.93,1,2,92.99,88.87,79.71,58.55,0,1,39.54,1,55.5
88.69,68.93,6.62,0,1,42.32,78.26,57.33,54.99,1,0,47.86,1,52.4
65.35,36.47,5.7,1,3,77.77,61.8,100,34.85,1,1,97.35,0,51.4
81.86,66.51,7.37,3,2,57.21,58.96,49.77,59.09,2,1,75.92,0,56.1
85.58,72.1,8.06,0,4,69.17,89.93,63.68,43.19,1,0,47.81,0,58.9
57.41,79.2,6.88,1,0,61.96,75.79,56.97,83.22,1,0,54.4,1,54
63.17,70.04,5.38,1,4,36.38,61.66,85.1,62.26,1,3,66.83,3,49.9
54.61,76.82,8.02,1,2,85.87,85.43,56.14,56.84,1,0,38.92,0,56.2
72.31,49.02,5.22,2,2,50.32,96.55,68.35,53.15,2,2,100,1,52.7
82.18,72.37,5.45,0,2,68.96,59.33,83.74,81.97,0,0,66.99,2,55.6
90.02,54.53,6.82,1,3,68.39,61.73,43.72,61.39,1,0,87.17,1,55.6
75.74,59.71,7.25,1,1,58.07,64.67,77.08,38.38,1,2,30.36,3,51
91.29,70.94,7.42,1,2,79.58,72.46,71.87,76.23,1,1,77.25,1,61.4
61.2,87.04,6.93,3,1,64.52,67.48,48.73,74.55,0,0,72.3,1,56.9
57.97,77.08,8.76,0,1,59.27,46.1,53.77,41.97,2,2,48.54,5,52.5
74.44,73.2,7.07,1,1,48.17,54.27,62.69,53.35,1,0,66.48,1,53
78.84,72.79,8.03,0,1,56.12,69.91,69.28,100,2,1,62.18,1,58.4
74.67,65.15,7.79,0,1,76.34,90.64,93.78,66.16,0,1,73.74,3,60.7
54.33,67.02,5.71,1,0,40.02,71.22,100,100,0,0,58.67,1,51.9
74.11,77.7,6.83,1,0,95.17,81.91,50.04,86.77,3,0,74.14,5,63.3
61.96,57.76,9.12,4,0,67.72,73.13,100,100,0,0,50.46,3,63.9
81.7,79.52,6.5,0,0,56.99,65.6,55.87,45.47,0,1,81.55,0,51.5
78.67,68.73,6.33,1,5,78.93,54.87,100,100,2,1,30.53,1,59
65.6,82.08,7.17,0,2,63.73,73.62,93.74,35.49,0,0,72.2,2,57.4
69.86,83.57,6.53,1,1,83.35,86.48,44.86,56.35,2,1,46.09,2,55.9
64.41,54.6,6.21,0,1,54.06,49,36.89,45.59,0,0,86.1,1,45.2
74.37,66.6,6.52,4,1,55.15,76.58,67.41,61.15,2,0,55.3,2,57.9
84.55,63.59,8.43,0,2,78.94,59.64,83.1,72.35,1,0,78.34,1,61.2
65.14,53.06,6.86,1,3,87.97,73.29,65.54,58.11,2,0,75.1,3,57.6
80.04,61.64,5.67,5,1,72.93,56.89,65.9,66.06,1,0,60.95,4,58.4
69.7,99.85,5.49,2,2,73.46,70.18,73.88,54.3,1,0,16.69,1,55.6
67.07,79.7,9.21,1,3,57.49,53.8,33.76,71.08,2,1,73.35,3,58.3
73.93,94.09,6.78,1,2,62.27,82.55,67.26,69.27,2,2,49.17,3,58.8
64.65,82.12,7.43,2,1,60.14,68.83,48.83,54.47,0,0,48.8,1,54
69.46,64.84,6.23,1,6,89.43,94.83,57.67,55.45,0,0,56.11,1,57.4
63.02,68.8,7.32,1,2,90.86,72.58,39.46,35.58,2,0,76.73,2,56.1
94.65,79.47,8.46,0,2,77.81,53.02,38.79,62.91,2,0,64.69,0,59
75.35,77.81,6.35,2,1,100,44.16,71.51,69.62,1,1,68.88,4,59.2
68,66.65,7.46,0,3,79.27,89.31,62.3,79.43,0,0,84.65,1,59.2
77.14,56.39,5.59,0,3,87.74,59.03,97.89,36.29,0,0,69.03,1,53.7
73.88,100,9.02,1,3,66.72,53.21,57.39,43.59,2,0,96.22,1,63.6
72.79,71.45,7.27,1,0,67.64,88.17,79.97,71.54,0,0,84.35,0,58.9
81.14,69.42,6.59,2,0,67.65,61.48,88.61,71.58,0,1,34.58,2,55.2
82.58,74.25,6.7,0,1,55.95,81.69,68.58,76.88,0,1,40.08,5,56.1
69.69,70.33,6.49,1,3,63.39,73.29,69.9,100,0,0,52.74,1,56.3
69.24,74.35,6.54,1,3,74.94,39.27,89.6,36.19,0,0,85.27,2,55.9
72.25,87.16,4.55,0,2,61.02,77.6,91.65,45.91,0,0,71.81,1,53.9
51.98,71.63,6.9,1,2,78.35,53.41,77.09,64.16,1,1,85.1,2,55.1
59.85,60.21,6.86,3,0,58.89,49.5,92.89,61.77,1,2,49.71,6,54.2
88.67,71.22,7.49,0,2,58.2,34.75,68.95,67.52,1,0,53.84,2,55.1
91.45,67.89,6.48,2,2,70.19,50.67,43.31,92.58,0,0,32.78,4,55.9
72.51,88.66,6.23,0,4,39.36,62.64,71.33,100,0,0,72.42,2,57
80.77,85.88,6.99,0,4,86.19,69.19,51.68,44.94,3,0,91.62,2,62
78.11,74.18,5.39,0,3,80.59,70.26,90.04,74.53,1,0,63.07,2,58.1
100,58.93,7.14,3,1,82.24,81.25,59.61,89.89,2,0,51.27,0,62.1
86.2,59.52,5.14,1,1,81.16,42.48,83,48.06,0,0,87.7,3,54.2
73.72,73.17,8.12,1,0,68.28,36.78,48.95,65.07,2,2,86.81,1,53.9
65.44,76.7,7.68,0,2,73.66,100,44.08,53.59,1,1,79.32,0,56.4
58.94,68.88,6.07,1,4,75.85,67.14,60.74,28.84,1,1,37.1,2,50.1
77.03,67.72,7.66,0,1,48.23,76.02,38.78,45.28,0,0,69.03,1,51.7
67.44,66.48,7.11,0,1,73.02,46.41,80.74,56.81,0,0,75.21,3,54.5
60.78,72.74,5.99,0,1,64.34,78.23,89.38,88.76,1,0,42.12,4,55.9
68.53,46.79,4.98,1,5,97.7,83.73,76.68,67.15,1,1,54.54,3,55
64.18,60.89,7.32,0,0,67.12,39.36,92.97,66.69,0,0,77.96,2,53.4
91.87,66.1,6.21,0,0,68.11,75.32,78.8,58.17,0,1,76.06,0,54.4
83.82,86.28,8.09,0,1,51.69,75.05,56.69,65.16,1,1,58.43,0,56.5
74.92,64.05,7.01,1,3,64.13,30.59,67.24,66.61,3,1,34.02,2,52.2
89.8,74.99,6.3,0,5,38.29,70.74,67.59,25.07,2,0,50.36,2,54.5
75.77,75.49,8.8,1,2,97.89,58.21,88.79,72.92,1,1,31.31,2,61.9
66.39,87.28,7.58,1,1,78.75,74.91,66.75,59.61,2,0,69.89,1,60.2
90.23,86.89,4,4,1,64.49,78.48,43.21,84.22,2,0,79.4,2,59.3
80.39,72.37,6.51,2,1,77.56,75.03,38.39,41.85,0,0,66.32,3,55.7
64.63,67.77,5.62,0,3,55.59,63.4,61.31,93.6,1,0,66.92,1,51.8
73.1,65.7,6.2,0,2,67.28,61.51,66.15,43.2,2,0,48.7,3,52.5
66.24,70.35,6.86,1,1,53.37,71.17,38.38,83.39,1,0,46.1,6,54.4
61.17,68.23,7.35,1,1,47.04,64.12,87.4,50.73,0,0,70.61,3,54.7
84.26,79.09,7.26,2,1,81.46,45.82,61.07,72.68,2,0,87.55,1,61
94.09,77.62,8.08,2,2,68.42,70.91,82.91,86.62,1,2,80.59,4,66.1
61.01,79.51,7.64,0,0,44.06,65.26,48.04,70.82,3,1,51,2,51.9
80.63,86.85,7.57,2,2,57.58,65.24,83.55,54.97,2,0,75.63,3,63.6
68.49,93.49,7.2,0,1,89.58,62.64,44.67,49.96,0,0,87.17,2,57.6
70.13,74.37,8.29,0,0,59.15,65.03,53.96,54.09,0,1,100,2,55.4
69.08,85.09,6.68,0,3,79.33,58.24,56.67,36.69,1,2,44.31,1,51.3
66.36,69.13,6.71,1,1,58.96,80.85,59.5,64.29,1,0,88.61,1,55.5
75.49,86.04,5.09,2,1,73.66,61.46,86.7,85.53,2,0,100,0,60.3
66.69,84.68,8.06,0,2,77.87,69.2,72.46,82.27,0,3,49.59,1,55.9
77.7,84.09,6.92,0,2,60.08,57.39,45.25,85.62,1,1,65.63,2,54.9
74.5,74.03,9.93,1,1,67.99,51.58,43.45,75.46,3,2,52.44,4,59.4
72.61,65.65,6.59,0,1,74.62,66.29,68.16,23.77,0,0,25.36,1,49
65.92,57.66,7.09,0,7,61.48,78.15,60.23,52.97,3,0,43.97,1,54.8
69.23,72.56,7.55,0,2,66.86,83.55,69.1,70.7,1,2,31.89,1,53.8
82.55,89.86,5.9,0,2,55.85,78.73,32.07,51.21,1,0,76.68,1,54
80.01,69.59,7.36,0,0,71.57,53.83,100,53.63,0,0,77.03,2,57.7
65.22,81.64,7.03,0,2,86.14,68.83,30.84,64.65,2,2,53.69,2,53
75.99,82.28,6.7,1,3,52.55,66.74,60.73,60.95,1,0,51.54,3,56.5
82.51,69.88,8.17,2,1,59.41,78.91,50.28,73.71,0,1,52.61,1,57
58.31,87.48,6.1,0,3,39.34,75.64,40.33,44.63,2,1,73.13,4,51.7
80.43,41,7.27,0,2,77.68,58.62,77.54,9.31,2,0,40.54,1,50.5
68.37,59.55,8.45,2,0,46.01,73.22,60.98,38.86,2,1,100,1,55.8
80.71,62.93,6.29,0,1,77.54,76.57,41.94,86.18,1,0,44.56,3,54.2
67.37,63.98,6.7,1,1,78.56,72.93,55.87,62.16,0,1,44.97,2,51.9
56.95,76.7,9.35,2,3,83.65,67.45,78.19,54.01,0,2,68.79,0,59.5
58.72,76.19,7.47,1,0,75.53,58.15,84.55,86.59,2,1,100,3,60.5
75.48,77.33,6.49,1,3,47.36,61.97,96.57,31.39,1,0,53.1,1,55
77.6,79.56,7.8,0,0,68.02,100,71.59,81.03,0,1,54.36,0,58.4
65.96,62.55,6.43,1,1,72.94,50.24,54.84,69.43,0,0,48.29,4,51.5
81.39,59.6,5.44,2,2,77.99,96.23,52.4,77.36,1,1,86.94,0,56.5
58.38,77.36,8.37,0,3,78.56,96.12,75.26,69.65,1,0,44.56,3,61.4
74.34,66.07,5.9,1,0,63.59,48.49,91.4,77.8,0,0,41.31,4,53.5
62.89,55.72,9.45,1,4,68.37,58.67,25.52,70.52,0,0,82.8,2,56.1
68.48,83.68,6.51,2,0,68.52,63.38,64.62,67.68,1,1,88.82,6,59.6
75.47,88.35,9.13,0,3,51.01,58.77,39.67,69.2,1,3,84.56,2,56.9
66.4,90.13,5.63,3,0,55.5,58.91,66.5,37.74,1,0,39.07,3,53
71.15,75.06,8.03,2,1,68.92,78.45,99.45,44.48,1,1,56,3,61.3
85.06,79.89,7.5,1,1,57.43,71.84,29.49,100,2,2,47.6,1,55.2
69.23,88.07,7.84,2,1,48.06,76.25,31.8,45.8,1,0,67.17,2,56.1
83.36,65.94,7.97,1,1,47.21,65.69,95.42,38.68,1,1,69.49,2,57.4
63.7,85.22,6.5,2,0,80.43,64.65,71.56,51.98,0,1,30.62,0,52.3
80.3,76.03,5.69,1,4,75.32,56.77,64.62,46.76,2,0,100,1,57.9
89.42,83.05,6.95,1,2,72.22,75.19,83.14,39.78,2,1,54.04,2,60.3
50.28,75.05,7.22,0,3,65.09,83.29,100,73.97,0,0,67.09,0,57.1
67.03,87.26,6.53,2,2,61.27,50.79,70.45,55.3,2,2,75.7,1,55
80.77,75.46,7.28,0,2,39.76,79.78,64.79,35.23,0,0,46.23,2,53.3
72.97,56.68,7.33,3,4,78.91,72.12,27.27,46.47,1,0,46.4,2,54.9
78.71,88.97,6.09,2,1,63.9,50.65,47.17,36.69,5,0,62.82,3,57
68.96,62.58,7.39,1,5,79.32,46.36,27.87,51.81,1,0,78.17,2,54
75.87,86.78,6.73,2,3,55.93,63.85,65.63,75.62,2,0,40.53,3,59.2
73.44,72.01,6.3,2,2,94.71,60.25,93.38,59.48,2,0,64.27,3,61.5
86.68,85.94,7.79,2,2,72.81,83.64,56.64,69.52,0,1,36.36,2,60.6
77.54,85.48,6.22,2,3,68.19,62.13,74.11,66.06,0,0,32.36,1,56.5
78.38,77.73,6.54,1,2,54.71,59.87,82.5,58.79,0,1,82.54,3,57
70.88,78.59,7.07,4,1,72.48,61.37,72.91,64.95,1,0,43.9,2,59.4
70.12,77.65,8.37,1,1,79.25,64.47,63.22,70.16,0,0,53.83,0,57.6
70.67,50.85,7.19,2,2,36.38,72.19,37.77,38.76,1,0,58.98,3,50.1
78.94,74.3,7.53,0,7,67.98,83.99,79.29,83.39,3,0,58.3,3,65.3
70.79,60.72,6.7,1,2,68.22,49.5,88.88,87.32,0,1,89.43,0,55.1
77.9,74.88,6.92,0,3,76.77,73.95,65.55,45.96,0,1,53.25,3,55.9
95.75,60.43,6.95,0,4,44.84,47.93,58.26,72.61,2,0,75.72,3,56.6
83.71,59.97,7.29,1,1,82,83.69,81.27,60.01,2,0,100,1,62.5
71.74,90.65,6.7,1,0,81.05,44.68,71.94,53.49,1,1,79.99,2,56.7
87.01,84.76,8.34,1,2,81.62,86.36,97.3,99.04,0,0,22.43,3,66.9
70.92,72.95,6.63,0,3,60.08,82.15,55.88,51.13,1,0,58.58,2,54.4
54.62,75.03,5.29,1,4,86.83,56.23,79.98,50.07,1,0,40.25,0,51.5
64.92,70.27,9.74,0,0,57.81,59.99,73.46,60.8,2,1,69.5,2,57.7
56.29,79.27,6.67,1,0,38.3,39.56,65.98,53.86,0,0,72.55,0,47.8
71.48,65.56,8.31,0,1,74.66,41.58,53.16,33.39,1,0,55.51,1,51.7
75.18,83.93,8.4,0,3,69.08,63.51,80.11,48.44,1,0,56.35,1,59.8
91.76,70.22,7.95,0,4,88.3,70.87,96.95,77.89,1,2,62.31,4,64.9
78.27,68.38,6.8,0,3,54.49,83.6,25.07,63.96,1,2,68.17,2,51.5
72.81,73.24,7.29,1,3,64.82,63.77,68.22,64.18,0,1,72.08,4,57.8
83.29,66.5,5.73,0,1,63.46,65.98,76.73,80.88,0,0,83.15,0,54.3
52.89,76.62,8.99,2,2,82.05,49.14,48.08,67.54,0,0,6.54,4,55.2
77.36,67.09,6.15,1,3,53.73,65.8,73.92,38.46,0,0,32.21,1,50.8
82.71,78.15,6.75,1,2,89.1,69.45,72.2,70.8,0,1,50.12,4,59.9
60.21,86.38,7.1,1,1,58.97,76.81,79.5,60.52,3,0,48.78,3,58.7
86.44,65.09,6.89,1,0,63.36,67.3,58.21,57.34,0,1,69.54,2,53.9
78.38,71.56,6.34,1,2,70.63,82.09,38.63,69.56,1,0,55.31,5,57.1
70.85,78.07,8.39,1,1,54.78,68.32,65.53,34.5,1,1,58.22,3,56.2
81.33,68.21,7.95,3,3,75.87,65.97,91.04,51.72,1,2,88.35,2,63.1
97.71,78.11,7.32,2,0,73.94,79.99,82.69,53.73,0,0,76.08,1,63.1
76.82,79.11,6.6,1,1,60.71,80.1,38.78,90.72,3,1,94.08,3,59.3
77.48,84.92,8.06,0,1,74.28,63.17,61.75,50.24,1,0,50.57,3,58.4
70.41,66.33,6.54,0,2,74.7,95.02,62.8,72.29,1,2,68.89,1,54.8
66.5,62.63,8.57,1,3,78.57,71.93,76.85,50.42,2,0,26.19,1,57.6
83.3,69.62,7.11,0,1,86.52,69.7,62.97,54.08,0,0,100,3,59.7
66.44,62.35,8.23,3,2,76.26,63.29,61.67,69.52,1,0,66.96,0,58.5
75.72,79.21,6.89,1,2,77.27,74.72,53.37,44.42,1,0,60.86,0,55.9
70.22,60.22,7.07,1,4,53.45,81.07,100,33.85,2,0,80.28,2,59.1
79.79,98.66,8.23,1,1,47,69.4,29.52,46.74,4,0,56.84,2,58.8
78.34,87.26,9.19,2,1,61.71,71.27,65.58,67.45,1,0,70.75,5,66
85.38,73.14,8.56,0,6,74.91,51.23,67.61,61.65,0,0,50.15,0,59
69.9,82.54,7.88,1,2,76.23,55.44,78.01,89.02,0,0,100,2,62.9
72.3,55,7.59,1,3,32.12,56.43,56.95,84.69,1,2,95.57,1,52.3
65.21,100,6.49,2,2,71.98,71.71,56.37,67.71,0,0,83.45,2,60.1
70.56,66.51,7.3,1,4,86.89,51.02,75.65,63.09,0,2,59.59,2,55.6
78.77,71.67,6.09,0,3,100,37.83,57.61,67.36,0,1,75.45,3,54.8
82.57,52.58,7.38,1,1,91.62,47.04,51.57,50.49,2,0,82.05,4,57.3
65.78,78.35,7.44,0,4,62.18,75.99,87.13,66.88,0,0,52.1,5,60.2
83.7,60.83,5.04,2,2,61.3,93.14,44.58,26.96,1,0,63.29,0,51.1
88.56,74.12,7.04,0,3,77.38,82.23,50.69,62.32,0,0,69.37,0,57.8
79.13,67.01,7.41,0,1,82.13,51.77,72.09,72.2,1,1,49.26,1,54.6
93.77,61.14,6.92,0,3,86.85,55.15,79.66,72.19,0,0,46.78,2,57.9
67.26,64.15,7.36,0,4,78.96,58.55,60.21,89.55,0,0,89.27,5,59.7
62.55,75.48,5.66,1,3,51.62,44.78,74.4,43.45,0,0,65.81,3,50.8
57.21,58.9,6.22,2,2,49.12,64.95,69.12,96.63,0,0,69.63,2,53
89.96,64.76,8.03,0,3,91.89,74.83,59.2,100,1,0,88.82,2,64.7
81.54,80.3,7,2,0,67.52,53.22,45.48,78.02,0,1,71.84,5,57.5
74.44,100,7.34,0,2,55.47,50.04,84.75,95.15,2,2,75.56,1,59.5
